Id,Expected
a3657e4314fe384eb2ba3adfda6c1899_1,548328 15 549603 25 550883 25 552161 30 553441 30 554718 33 555998 33 557276 37 558556 37 559833 43 561113 43 562386 55 563666 55 564928 90 566208 90 567483 100 568763 100 570041 105 571321 105 572598 110 573878 110 575156 115 576436 115 577713 120 578993 120 580271 125 581551 125 582828 133 584108 133 585386 140 586666 140 587943 145 589223 145 590501 147 591781 147 593058 150 594336 152 595616 152 596896 152 598176 152 599453 155 600733 155 602011 157 603291 157 604571 155 605851 155 607128 158 608408 158 609688 155 610968 155 612246 157 613526 157 614806 155 616086 155 617363 155 618643 155 619923 153 621203 153 622483 150 623763 150 625043 148 626323 148 627603 145 628883 145 630163 140 631443 140 632723 138 634003 138 635283 133 636563 128 637843 128 639123 123 640403 123 641686 112 642966 112 644246 107 645526 107 646806 102 648086 102 649368 93 650648 93 651928 85 653208 85 654488 80 655768 80 657051 72 658331 72 659613 63 660893 63 662176 55 663456 55 664743 43 666023 43 667313 25 668593 25
1b62f15ec83b97bb11e8e0c4416c1931_0,264248 3 265528 3 266806 10 268086 10 269363 13 270643 13 271923 23 273203 23 274483 25 275763 25 277033 35 278313 35 279591 40 280871 40 282138 55 283418 55 284691 67 285963 88 287243 88 288486 22 288516 100 289766 22 289796 100 291031 150 292311 150 293588 155 294868 155 296146 157 297426 157 298706 160 299986 160 301263 163 302543 163 303823 163 305103 163 306381 165 307661 165 308941 165 310221 165 311498 168 312778 168 314056 170 315336 170 316616 172 317896 172 319173 175 320453 175 321731 177 323011 177 324291 177 325571 177 326848 183 328128 183 329408 183 330688 183 331968 183 333248 183 334528 183 335808 185 337088 185 338368 185 339648 185 340928 185 342208 185 343486 190 344766 190 346038 200 347318 200 348593 208 349873 208 351153 210 352433 210 353711 215 354991 215 356271 215 357551 215 358831 217 360111 217 361388 223 362668 223 363921 12 363946 225 365201 12 365226 225 366481 17 366501 232 367761 17 367781 232 369041 252 370321 252 371598 258 372878 258 374158 258 375438 260 376718 260 377998 263 379278 263 380561 262 381841 262 383121 262 384401 262 385683 260 386963 260 388241 265 389521 265 390801 265 392081 265 393361 267 394641 267 395918 270 397198 270 398476 272 399756 272 401033 278 402313 278 403591 280 404871 280 406151 280 407431 280 408708 285 409988 285 411266 287 412546 287 413823 293 415103 293 416381 295 417656 300 418936 300 420213 305 421493 305 422771 307 424051 307 425328 310 426608 310 427888 310 429168 310 430446 312 431726 312 433001 317 434281 317 435558 320 436838 320 438118 320 439398 320 440676 322 441956 322 443233 325 444513 325 445791 327 447071 327 448348 330 449628 330 450906 332 452186 332 453463 335 454743 335 456021 337 457301 337 458578 340 459858 340 461136 342 462416 342 463696 342 464976 342 466256 342 467536 342 468816 342 470093 345 471373 345 472653 345 473933 345 475213 345 476493 345 477773 345 479053 345 480333 345 481613 345 482893 345 484173 345 485453 343 486733 343 488013 343 489293 343 490573 343 491853 343 493133 343 494413 343 495693 343 496973 343 498253 343 499533 343 500813 343 502093 343 503376 340 504656 340 505936 340 507216 340 508496 340 509776 340 511056 340 512338 338 513618 338 514898 338 516178 338 517458 335 518738 335 520021 332 521301 332 522581 332 523861 332 525143 330 526423 330 527703 328 528983 328 530263 328 531543 328 532826 325 534106 325 535388 323 536668 323 537948 320 539228 320 540511 317 541791 317 543073 313 544353 313 545633 313 546913 313 548196 307 549478 303 550758 303 552041 300 553321 300 554603 295 555883 295 557166 290 558446 290 559731 282 561011 282 562296 277 563576 277 564858 273 566138 273 567426 262 568706 262 569993 250 571273 250 572563 238 573843 238 575133 225 576413 225 577701 215 578981 215 580268 205 581548 205 582833 198 584113 198 585406 182 586686 182 587978 168 589258 168 590546 157 591826 157 593111 150 594396 142 595676 142 596958 138 598238 138 599523 130 600803 130 602091 120 603371 120 604656 107 605936 107 607226 87 608506 87 609798 68 611078 68 612368 50 613648 50
1b62f15ec83b97bb11e8e0c4416c1931_1,
80cae6daedd989517cb8041ed86e5822_0,
80cae6daedd989517cb8041ed86e5822_1,625383 43 626663 43 627933 61 629213 61 630486 98 631766 98 633036 110 634316 110 635591 118 636863 128 638143 128 639418 136 640698 136 641961 155 643241 155 644518 161 645798 161 647078 161 648358 161 649638 163 650918 163 652198 166 653478 166 654758 168 656038 168 657318 171 658598 171 659876 175 661156 175 662436 178 663716 178 664993 183 666273 183 667553 186 668833 186 670111 190 671391 190 672668 196 673948 196 675226 200 676506 200 677786 200 679066 200 680343 206 681621 210 682901 210 684178 216 685458 216 686738 218 688018 218 689296 220 690576 220 691853 226 693133 226 694411 228 695691 228 696968 231 698248 231 699526 235 700806 235 702083 238 703363 238 704641 243 705921 243 707198 246 708478 246 709756 248 711036 248 712313 253 713593 253 714871 255 716151 255 717426 263 718706 263 719986 263 721266 263 722543 266 723823 266 725101 270 726378 273 727658 273 728938 276 730218 276 731498 276 732778 276 734056 278 735336 278 736616 280 737896 280 739176 280 740456 280 741738 281 743018 281 744298 281 745578 281 746858 281 748138 281 749421 278 750701 278 751981 280 753261 280 754543 278 755823 278 757103 278 758383 278 759666 278 760946 278 762226 278 763506 278 764786 278 766066 278 767348 278 768628 278 769908 278 771188 278 772468 278 773748 281 775028 281 776308 281 777588 281 778868 283 780148 283 781428 283 782708 283 783988 283 785268 283 786548 286 787828 286 789108 286 790388 286 791668 286 792948 286 794228 288 795508 288 796788 288 798068 288 799348 288 800628 288 801906 293 803186 293 804466 295 805746 295 807026 295 808306 295 809586 298 810866 298 812146 300 813426 303 814706 303 815986 303 817266 303 818546 305 819826 305 821106 308 822386 308 823666 308 824946 308 826226 310 827506 310 828786 310 830066 310 831346 313 832626 313 833906 313 835186 313 836466 313 837746 313 839026 313 840306 313 841586 313 842866 313 844146 313 845426 313 846706 315 847986 315 849268 313 850548 313 851828 313 853108 313 854388 311 855668 311 856948 311 858228 311 859508 311 860791 308 862071 308 863351 308 864631 308 865911 308 867191 308 868471 308 869751 308 871033 306 872313 306 873593 303 874873 303 876156 278 876436 20 877436 278 877716 20 878716 275 878999 17 879996 275 880279 17 881278 273 881561 13 882558 273 882841 13 883838 273 884126 5 885118 273 885406 5 886398 271 887678 271 888961 268 890241 268 891521 268 892801 268 894081 268 895361 268 896643 263 897923 263 899203 263 900486 258 901766 258 903046 253 904326 253 905608 246 906888 246 908168 243 909448 243 910731 238 912011 238 913291 235 914571 235 915851 233 917131 233 918413 228 919693 228 920973 228 922253 228 923536 223 924816 223 926096 220 927376 220 928656 218 929936 218 931218 213 932498 213 933778 211 935058 211 936338 208 937618 208 938901 200 940181 200 941461 198 942741 198 944021 193 945303 188 946583 188 947863 183 949143 183 950423 178 951703 178 952986 170 954266 170 955546 165 956826 165 958108 158 959388 158 960668 153 961948 153 963228 148 964508 148 965791 140 967071 140 968351 135 969631 135 970913 131 972193 131 973473 128 974753 128 976036 123 977316 123 978598 116 979878 116 981158 116 982438 116 983721 110 985001 110 986283 106 987563 106 988846 100 990128 96 991408 96 992691 93 993971 93 995251 90 996531 90 997813 86 999093 86 1000376 83 1001656 83 1002938 78 1004218 78 1005501 73 1006781 73 1008063 68 1009343 68 1010626 63 1011906 63 1013191 53 1014471 53 1015753 48 1017033 48 1018318 38 1019598 38 1020883 28 1022163 28 1023453 8 1024733 8
85a04faeeb2b535797395305af926a6f_0,519931 25 521211 25 522481 45 523761 45 525033 60 526313 60 527586 72 528866 72 530141 85 531421 85 532696 95 533976 95 535253 103 536533 103 537811 107 539091 107 540368 115 541648 115 542926 122 544206 122 545483 128 546763 128 548041 135 549318 140 550598 140 551876 145 553156 145 554433 153 555713 153 556991 157 558271 157 559548 163 560828 163 562108 163 563388 163 564666 167 565946 167 567224 172 568504 172 569784 174 571064 174 572341 180 573621 180 574901 180 576181 180 577461 182 578741 182 580019 187 581299 187 582579 187 583859 187 585139 189 586419 189 587696 195 588976 195 590256 197 591536 197 592816 197 594096 200 595376 200 596656 202 597936 202 599216 205 600496 205 601776 205 603056 205 604336 207 605616 207 606896 210 608176 210 609456 210 610736 210 612016 212 613296 212 614576 215 615856 215 617136 215 618416 215 619694 219 620974 219 622254 222 623534 222 624814 222 626094 222 627374 224 628654 224 629934 227 631214 227 632494 229 633774 229 635054 229 636331 235 637611 235 638891 237 640171 237 641451 240 642731 240 644011 240 645291 240 646571 242 647851 242 649131 245 650411 245 651691 245 652971 245 654251 247 655531 247 656814 247 658094 247 659374 247 660654 247 661934 249 663214 249 664496 250 665776 250 667059 247 668339 247 669621 247 670901 247 672181 250 673461 250 674744 247 676024 247 677304 249 678584 249 679866 250 681146 250 682426 250 683708 250 684988 250 686268 250 687548 250 688831 250 690111 250 691393 248 692673 248 693953 250 695233 250 696516 247 697796 247 699078 248 700358 248 701638 248 702918 248 704201 245 705481 245 706763 245 708043 245 709326 242 710606 242 711886 242 713166 242 714448 243 715728 243 717011 240 718291 240 719571 242 720851 242 722133 240 723413 240 724696 237 725976 240 727256 240 728538 238 729818 238 731101 235 732381 235 733663 235 734943 235 736226 232 737506 232 738788 233 740068 233 741351 230 742631 230 743911 232 745191 232 746473 230 747753 230 749033 233 750313 233 751593 235 752873 235 754153 235 755433 235 756713 238 757993 238 759273 240 760553 240 761831 245 763111 245 764391 245 765671 245 766951 247 768231 250 769511 250 770793 250 772073 250 773353 253 774633 253 775913 253 777193 253 778473 255 779753 255 781033 258 782313 258 783593 260 784873 260 786156 260 787436 260 788716 262 789996 262 791278 263 792558 263 793841 262 795121 262 796401 265 797681 265 798963 263 800243 263 801523 265 802803 265 804083 268 805363 268 806643 268 807923 268 809206 267 810486 267 811766 267 813046 270 814326 270 815608 195 815818 60 816888 195 817098 60 818168 188 818383 55 819448 188 819663 55 820731 182 820946 55 822011 182 822226 55 823293 175 823511 50 824573 175 824791 50 825853 143 826006 17 826081 42 827133 143 827286 17 827361 42 828416 132 828666 17 829696 132 829946 17 830976 130 831233 8 832256 130 832513 8 833536 125 834816 125 836096 87 837376 87 838656 80 839936 80 841216 52 842496 52 843776 50 845056 50 846336 50 847616 50 848893 50 850173 50 851453 50 852733 50 854013 50 855293 50 856576 7 856586 37 857866 37 859146 37 860423 40 861703 40 862983 40 864263 40 865546 37 866826 37 868108 35 869388 35 870671 32 871951 32 873231 32 874511 32 875793 30 877073 30 878353 30 879633 30 880916 27 880966 7 882196 27 882246 7 883476 30 883526 10 884756 30 884806 10 886038 28 886083 13 887318 28 887363 13 888598 25 888648 5 889878 25 889928 5 891161 20 892441 20 893723 13 895003 13
85a04faeeb2b535797395305af926a6f_1,815803 15 817083 15 818356 27 819636 27 820913 33 822193 33 823468 43 824748 43 826031 50 827311 50 828593 73 829873 73 831153 80 831241 5 832433 80 832521 5 833713 93 834993 93 836273 95 837553 95 838833 98 840113 98 841396 95 842676 95 843958 95 845238 95 846523 28 846563 53 847803 28 847843 53 849091 15 849123 53 850371 15 850403 53 851686 52 852966 52 854248 10 854271 30 855528 10 855551 30 856811 5 856833 30 858116 27 859396 27 860678 28 861958 28 863241 25 864521 25 865803 25 867083 25 868366 22 869646 22 870928 20 872208 20 873493 15 874773 15 876056 15 877336 15 878618 13 879898 13 881181 12 882461 12 883741 15 885021 15 886301 17 887581 17 888863 18 890143 18 891423 18 892703 18 893983 20 895263 20 896543 20 897823 20 899006 5 899106 20 900283 8 900388 18 901563 8 901668 18 902841 10 902948 18 904121 10 904228 18 905403 8 905511 17 906683 8 906791 17 907963 5 908073 15 909243 5 909353 15 910636 15 911916 15 913198 13 914478 13 915761 12 917041 12 918321 12 919601 12 920883 13 922163 13 923443 13 924723 13 926003 15 926028 10 927283 15 927308 10 928563 38 929843 38 931123 40 932403 40 933686 37 934966 37 936246 37 937526 37 938806 40 940086 40 941366 40 942646 40 943926 40 945206 40 946486 40 947768 35 949048 35 950328 35 951608 35 952891 32 954171 32 955451 30 956731 30 958013 28 959293 28 960576 22 961856 22 963138 18 964418 18
c41545ba55aadaa77712a48e11d579d9_0,
c41545ba55aadaa77712a48e11d579d9_1,493338 5 494618 5 495888 25 497168 25 498441 40 499721 40 500996 50 502276 50 503553 55 504833 55 506108 63 507386 67 508666 67 509943 73 511223 73 512501 77 513781 77 515058 80 516338 80 517616 82 518896 82 520176 85 521456 85 522733 88 524013 88 525291 90 526571 90 527851 90 529131 90 530408 95 531688 95 532968 95 534248 95 535526 97 536806 97 538086 97 539366 97 540646 97 541926 97 543203 100 544483 100 545763 100 547043 100 548323 100 549601 102 550881 102 552161 105 553441 105 554721 105 556001 105 557281 105 558561 105 559838 108 561118 108 562398 108 563678 108 564958 108 566238 108 567518 108 568798 108 570078 105 571358 105 572638 105 573918 105 575198 105 576478 105 577758 105 579038 105 580318 105 581598 105 582878 105 584158 105 585438 105 586718 105 587998 103 589278 103 590558 103 591838 103 593118 103 594398 103 595678 103 596958 103 598238 103 599518 100 600798 100 602078 100 603358 100 604638 100 605918 100 607198 100 608478 100 609758 98 611038 98 612318 98 613598 98 614878 95 616158 95 617438 95 618718 95 620001 90 621281 90 622561 87 623841 87 625121 87 626401 87 627683 83 628963 83 630243 80 631523 80 632806 77 634086 77 635368 73 636648 70 637928 70 639211 65 640491 65 641771 65 643051 65 644333 60 645613 60 646896 55 648176 55 649456 52 650736 52 652018 48 653298 48 654581 40 655861 40 657146 30 658426 30
d3694abb47953b0e4909384b57bb6a05_0,434418 5 435698 5 436976 10 438256 10 439533 13 440813 13 442091 17 443371 17 444648 23 445926 25 447206 25 448483 30 449763 30 451041 35 452321 35 453598 38 454878 38 456158 40 457438 40 458716 45 459996 45 461273 53 462551 57 463831 57 465108 65 466388 65 467663 70 468943 70 470221 75 471501 75 472776 82 474056 82 475331 90 476611 90 477886 95 479166 95 480441 102 481718 105 482998 105 484273 113 485553 113 486831 115 488111 115 489386 120 490666 120 491943 125 493223 125 494501 127 495781 127 497058 130 498338 130 499616 135 500891 140 502171 140 503418 173 504698 173 505971 182 507251 182 508528 185 509808 185 511086 187 512366 187 513643 190 514923 190 516203 193 517483 193 518761 195 520041 195 521321 195 522601 195 523881 195 525158 200 526438 200 527718 200 528998 200 530276 202 531556 202 532836 202 534116 202 535396 202 536676 202 537953 205 539233 205 540513 205 541793 205 543073 205 544351 207 545631 207 546911 207 548191 207 549471 207 550751 207 552031 207 553311 207 554588 210 555868 210 557148 210 558428 210 559708 210 560986 212 562266 212 563546 212 564826 212 566106 212 567386 212 568663 218 569943 218 571223 218 572503 218 573783 218 575063 218 576343 218 577623 218 578903 218 580183 215 581463 215 582741 217 584021 217 585301 217 586581 217 587861 217 589141 217 590421 217 591701 217 592981 217 594261 217 595541 217 596818 218 598098 218 599378 218 600658 218 601938 218 603218 218 604498 218 605778 218 607058 218 608338 218 609618 215 610898 215 612176 217 613456 217 614736 217 616016 217 617296 217 618576 217 619856 217 621136 215 622416 215 623696 215 624976 215 626256 215 627536 215 628816 215 630096 215 631376 215 632656 215 633936 215 635216 215 636496 215 637776 215 639056 215 640338 213 641618 213 642898 213 644178 213 645458 213 646738 213 648018 213 649298 213 650578 210 651861 207 653141 207 654421 207 655701 207 656981 207 658261 207 659543 203 660823 203 662103 203 663383 203 664666 200 665946 200 667228 195 668508 195 669788 195 671071 192 672351 192 673633 190 674913 190 676196 185 677476 185 678758 183 680038 183 681323 178 682603 178 683886 172 685166 172 686448 170 687728 170 689011 167 690293 163 691573 163 692858 158 694138 158 695421 155 696701 155 697983 150 699263 150 700546 147 701826 147 703108 145 704388 145 705671 140 706951 140 708236 135 709518 133 710798 133 712081 127 713361 127 714643 125 715923 125 717206 122 718486 122 719768 118 721048 118 722331 115 723611 115 724893 113 726173 113 727456 107 728738 105 730018 105 731301 100 732581 100 733863 95 735143 95 736426 92 737706 92 738991 85 740271 85 741553 80 742833 80 744118 73 745398 73 746683 65 747968 58 749248 58 750533 50 751813 50 753098 43 754378 43 755663 33 756943 33 758226 25 759506 25 760791 15 762071 15
d3694abb47953b0e4909384b57bb6a05_1,1085901 5 1087181 5 1088461 7 1089741 7 1091018 15 1091043 10 1092298 15 1092323 10 1093578 40 1094858 40 1096138 43 1097418 43 1098696 50 1099976 50 1101256 55 1102536 55 1103816 62 1105098 70 1106378 70 1107658 73 1108938 73 1110218 75 1111498 75 1112778 78 1114058 78 1115338 78 1116618 78 1117901 75 1119181 75 1120461 75 1121741 75 1123021 77 1124301 77 1125581 77 1126861 77 1128141 77 1129421 77 1130701 77 1131981 77 1133261 77 1134541 77 1135821 77 1137101 77 1138381 77 1139661 77 1140941 77 1142221 77 1143501 77 1144781 77 1146063 75 1147343 75 1148623 73 1149903 73 1151183 70 1152463 70 1153746 65 1155026 65 1156306 65 1157586 65 1158866 62 1160146 62 1161428 58 1162708 55 1163988 55 1165268 53 1166548 53 1167828 53 1169108 53 1170391 47 1171671 47 1172951 45 1174231 45 1175511 42 1176791 42 1178071 40 1179351 40 1180631 37 1181911 37 1183191 37 1184471 37 1185751 37 1187033 33 1188313 33 1189593 33 1190873 33 1192153 33 1193433 33 1194713 33 1195993 33 1197273 33 1198553 33 1199836 30 1201116 30 1202396 30 1203678 28 1204958 28 1206241 25 1207521 25 1208806 20 1210086 20 1211371 15 1212651 15 1213936 7 1215216 7
fdbc3bbc04a3afe1f119f21b248d152b_0,528301 25 529581 25 530854 37 532134 37 533409 45 534689 45 535966 53 537246 53 538521 63 539799 67 541079 67 542356 75 543636 75 544914 82 546194 82 547471 90 548751 90 550029 95 551309 95 552586 100 553866 100 555144 105 556424 105 557701 108 558979 112 560259 112 561536 118 562816 118 564094 122 565374 122 566651 128 567931 128 569211 130 570491 130 571769 132 573049 132 574326 138 575606 138 576886 140 578164 145 579444 145 580724 147 582004 147 583281 150 584561 150 585841 153 587121 153 588399 157 589679 157 590956 160 592236 160 593516 163 594796 163 596076 163 597354 167 598634 167 599914 167 601194 167 602471 173 603751 173 605031 173 606311 173 607591 173 608871 173 610151 175 611431 175 612709 177 613989 177 615269 180 616549 180 617829 180 619109 180 620389 180 621666 185 622946 185 624226 185 625506 185 626786 185 628066 185 629346 185 630626 185 631904 190 633184 190 634464 190 635744 190 637024 190 638301 193 639581 193 640861 193 642141 193 643421 193 644701 193 645981 193 647261 193 648539 195 649819 195 651099 195 652379 195 653659 195 654939 195 656219 195 657499 195 658779 195 660056 198 661336 198 662616 198 663896 198 665176 198 666456 198 667736 200 669016 200 670296 200 671576 200 672856 200 674136 198 675416 198 676696 198 677976 198 679256 198 680536 198 681816 198 683096 198 684376 198 685656 198 686936 198 688216 198 689496 198 690776 198 692056 198 693334 200 694614 200 695894 200 697174 200 698454 200 699734 200 701016 198 702296 198 703576 200 704856 200 706136 200 707416 200 708696 200 709976 200 711256 200 712536 200 713816 200 715096 203 716376 203 717656 203 718936 203 720219 200 721499 200 722779 200 724059 200 725339 200 726619 200 727899 202 729179 202 730459 202 731739 202 733019 202 734299 202 735579 202 736859 202 738139 202 739419 202 740699 202 741979 202 743259 202 744541 200 745821 200 747101 200 748381 200 749661 200 750941 200 752221 200 753501 200 754781 200 756064 197 757344 197 758624 197 759904 197 761184 197 762464 197 763744 197 765024 197 766306 195 767586 195 768866 195 770146 195 771426 195 772706 195 773986 195 775269 192 776549 192 777829 192 779109 192 780389 190 781669 190 782949 190 784231 188 785511 188 786791 188 788071 188 789351 188 790631 188 791911 188 793191 188 794471 185 795751 185 797031 185 798311 185 799594 182 800874 182 802154 182 803434 180 804714 180 805994 180 807274 180 808554 180 809834 180 811116 178 812396 178 813676 175 814956 175 816236 175 817516 175 818799 172 820079 172 821359 170 822639 170 823919 170 825201 168 826481 168 827761 165 829041 165 830324 162 831604 162 832884 162 834164 162 835446 158 836726 158 838006 158 839286 158 840566 155 841849 150 843129 150 844409 150 845689 150 846971 145 848251 145 849531 143 850811 143 852094 140 853374 140 854654 137 855934 137 857216 135 858496 135 859776 133 861059 127 862339 127 863621 125 864901 125 866181 123 867461 123 868744 117 870024 117 871304 115 872584 115 873866 113 875146 113 876429 107 877709 107 878991 103 880271 103 881551 103 882834 97 884114 97 885396 93 886676 93 887959 87 889239 87 890521 83 891801 83 893084 77 894364 77 895646 73 896926 73 898209 67 899491 60 900771 60 902056 50 903336 50 904619 42 905899 42 907184 30 908464 30
fdbc3bbc04a3afe1f119f21b248d152b_1,
63b8318ecf467d7ad048df39beb17636_0,
63b8318ecf467d7ad048df39beb17636_1,215728 8 217008 8 218266 40 219546 40 220813 58 222093 58 223363 73 224643 73 225918 80 227191 90 228471 90 229743 100 231023 100 232296 112 233576 112 234848 123 236128 123 237406 127 238686 127 239961 137 241241 137 242516 145 243796 145 245073 150 246353 150 247631 155 248911 155 250188 163 251468 163 252746 167 254023 173 255303 173 256581 175 257861 175 259138 181 260418 181 261696 185 262976 185 264253 191 265533 191 266811 195 268091 195 269368 198 270648 198 271926 203 273206 203 274483 206 275763 206 277041 210 278321 210 279598 213 280876 218 282156 218 283433 221 284713 221 285991 223 287271 223 288548 228 289828 228 291108 228 292388 228 293666 233 294946 233 296226 233 297506 233 298783 238 300063 238 301343 238 302623 238 303901 243 305181 243 306461 243 307738 248 309018 248 310296 250 311576 250 312856 250 314136 250 315413 256 316693 256 317973 256 319253 256 320531 258 321811 258 323091 260 324371 260 325648 263 326928 263 328208 263 329488 263 330768 263 332048 263 333326 268 334606 268 335886 268 337163 271 338443 271 339723 271 341003 271 342283 273 343563 273 344841 275 346121 275 347401 275 348681 275 349958 278 351238 278 352518 278 353798 278 355078 281 356358 281 357638 281 358918 281 360196 283 361476 283 362756 283 364036 283 365316 283 366596 285 367876 285 369156 285 370436 285 371716 285 372996 285 374273 291 375553 291 376833 291 378113 291 379393 291 380673 291 381953 291 383233 291 384513 293 385793 293 387073 293 388353 293 389633 293 390913 293 392193 293 393473 293 394753 293 396033 296 397313 296 398593 296 399873 296 401153 296 402433 296 403713 296 404993 296 406273 298 407553 298 408833 298 410113 298 411393 298 412673 298 413953 298 415233 298 416513 298 417793 298 419073 298 420353 301 421633 301 422916 295 424196 295 425476 295 426756 295 428036 295 429316 295 430596 295 431876 295 433156 295 434436 295 435716 295 436996 295 438276 298 439558 296 440838 296 442118 296 443398 296 444678 296 445958 296 447238 296 448518 296 449798 296 451078 296 452361 293 453641 293 454921 293 456201 293 457481 293 458761 293 460041 293 461321 293 462601 293 463881 293 465163 293 466443 293 467723 293 469003 293 470283 293 471563 293 472843 293 474123 293 475403 293 476683 293 477963 293 479243 293 480523 293 481803 293 483083 293 484363 296 485643 296 486926 293 488206 293 489486 293 490766 293 492046 293 493326 293 494606 293 495886 293 497166 293 498446 293 499726 293 501006 293 502286 293 503566 293 504846 293 506123 298 507403 298 508681 300 509961 300 511236 305 512516 305 513796 305 515076 305 516356 305 517636 305 518916 308 520196 308 521476 308 522758 306 524038 306 525318 306 526598 306 527881 303 529161 303 530441 303 531721 303 533003 301 534283 301 535563 301 536843 301 538126 298 539406 298 540686 298 541966 298 543248 293 544528 293 545808 293 547091 290 548371 290 549653 286 550933 286 552213 286 553493 286 554776 280 556056 280 557336 280 558616 280 559898 276 561178 276 562461 273 563741 273 565021 270 566301 270 567583 266 568863 266 570146 263 571426 263 572706 260 573988 256 575268 256 576551 250 577831 250 579111 248 580391 248 581673 243 582953 243 584236 240 585516 240 586796 238 588076 238 589358 233 590638 233 591921 228 593201 228 594483 226 595763 226 597046 220 598326 220 599606 220 600888 216 602168 216 603451 213 604731 213 606011 213 607291 213 608573 208 609853 208 611136 205 612416 205 613696 205 614976 205 616258 203 617538 203 618821 200 620101 200 621383 198 622663 198 623946 195 625226 195 626506 195 627788 191 629068 191 630351 185 631631 185 632913 178 634193 178 635476 168 636756 168 638038 161 639318 161 640598 155 641878 155 643161 130 644441 130 645723 123 647003 123 648286 92 648398 5 649566 92 649678 5 650848 85 652131 77 653411 77 654693 68 655973 68 657256 60 658536 60 659818 48 661098 48 662378 38 663658 38 664941 30 666221 30 667506 20 668786 20 670068 15 671348 15 672631 10 673911 10 794756 28 796036 28 797311 35 798591 35 799869 40 801149 40 802426 43 803706 43 804986 45 806266 45 807544 47 808824 47 810104 47 811384 47 812664 47 813941 48 815221 48 816504 45 817784 45 819064 42 820344 42 821624 42 822904 42 824186 38 825466 38 826749 32 828029 32 829311 28 830591 28 831876 20 833156 20 834444 5 835724 5
f8e26031fbb5e52c41545ba55aadaa77_0,
f8e26031fbb5e52c41545ba55aadaa77_1,
a48847ae8395e56a6d9ba9d45c3dbc69_0,425326 42 426606 42 427873 63 429153 63 430428 70 431708 70 432983 80 434263 80 435541 85 436821 85 438098 90 439378 90 440658 93 441938 93 443216 100 444496 100 445773 105 447053 105 448333 108 449613 108 450893 108 452173 108 453451 110 454731 110 456011 107 457291 107 458571 105 458701 7 459851 105 459981 7 461131 105 461261 10 462411 102 462541 12 463691 102 463821 12 464968 105 465103 13 466248 105 466383 13 467528 103 467666 10 468808 103 468946 10 470088 103 471368 103 472648 100 473928 100 475208 100 476488 100 477768 100 479048 100 480328 100 481608 100 482891 100 484171 100 485451 100 486731 100 488011 102 489291 102 490571 105 491851 105 493131 105 494411 105 495691 107 496971 107 498253 105 499533 105 500813 108 502093 108 503373 108 504653 108 505933 105 507213 103 508493 103 509776 90 509891 2 511056 90 511171 2 512336 85 513616 85 514898 80 516178 80 517458 75 518738 75 520021 62 521301 62 522583 58 523863 58 525146 55 526426 55 527708 53 528988 53 530271 12 530291 32 531551 12 531571 32 532856 30 534136 30 535416 30 536696 30 537978 30 539258 30 540538 30 541818 30 543098 30 544378 30 545661 25 546941 25 548223 23 549503 20 550783 20 552066 17 553346 17 554631 10 555911 10
a48847ae8395e56a6d9ba9d45c3dbc69_1,739078 13 740358 13 741636 15 742916 15 744193 18 745473 18 746753 15 748033 15 749313 13 750593 13 751876 7 753156 7
